id,kode_provinsi,nama_provinsi,wilayah_pengadilan_agama,faktor_penyebab,jumlah_perceraian,satuan,tahun
568,32,JAWA BARAT,CIAMIS,CACAT BADAN,0.0,KASUS,2024
569,32,JAWA BARAT,CIAMIS,PERSELISIHAN & PERTENGKARAN TERUS MENERUS,48.0,KASUS,2024
570,32,JAWA BARAT,CIAMIS,KAWIN PAKSA,0.0,KASUS,2024
571,32,JAWA BARAT,CIAMIS,MURTAD,0.0,KASUS,2024
572,32,JAWA BARAT,CIAMIS,EKONOMI,133.0,KASUS,2024
573,32,JAWA BARAT,CIANJUR,ZINA,0.0,KASUS,2024
574,32,JAWA BARAT,CIANJUR,MABUK,0.0,KASUS,2024
575,32,JAWA BARAT,CIANJUR,MADAT,0.0,KASUS,2024
576,32,JAWA BARAT,CIANJUR,JUDI,0.0,KASUS,2024
577,32,JAWA BARAT,CIANJUR,MENINGGALKAN SALAH SATU,4.0,KASUS,2024
578,32,JAWA BARAT,CIANJUR,DIHUKUM PENJARA,0.0,KASUS,2024
579,32,JAWA BARAT,CIANJUR,POLIGAMI,,KASUS,2024
580,32,JAWA BARAT,CIANJUR,KEKERASAN DALAM RUMAH TANGGA,1.0,KASUS,2024
581,32,JAWA BARAT,CIANJUR,CACAT BADAN,1.0,KASUS,2024
582,32,JAWA BARAT,CIANJUR,PERSELISIHAN & PERTENGKARAN TERUS MENERUS,134.0,KASUS,2024
583,32,JAWA BARAT,CIANJUR,KAWIN PAKSA,0.0,KASUS,2024
584,32,JAWA BARAT,CIANJUR,MURTAD,1.0,KASUS,2024
585,32,JAWA BARAT,CIANJUR,EKONOMI,73.0,KASUS,2024
586,32,JAWA BARAT,CIBADAK,ZINA,0.0,KASUS,2024
587,32,JAWA BARAT,CIBADAK,MABUK,0.0,KASUS,2024
588,32,JAWA BARAT,CIBADAK,MADAT,0.0,KASUS,2024
589,32,JAWA BARAT,CIBADAK,JUDI,0.0,KASUS,2024
590,32,JAWA BARAT,CIBADAK,MENINGGALKAN SALAH SATU,1.0,KASUS,2024
591,32,JAWA BARAT,CIBADAK,DIHUKUM PENJARA,0.0,KASUS,2024
592,32,JAWA BARAT,CIBADAK,POLIGAMI,0.0,KASUS,2024
593,32,JAWA BARAT,CIBADAK,KEKERASAN DALAM RUMAH TANGGA,0.0,KASUS,2024
594,32,JAWA BARAT,CIBADAK,CACAT BADAN,0.0,KASUS,2024
595,32,JAWA BARAT,CIBADAK,PERSELISIHAN & PERTENGKARAN TERUS MENERUS,113.0,KASUS,2024
596,32,JAWA BARAT,CIBADAK,KAWIN PAKSA,0.0,KASUS,2024
597,32,JAWA BARAT,CIBADAK,MURTAD,0.0,KASUS,2024
598,32,JAWA BARAT,CIBADAK,EKONOMI,2.0,KASUS,2024
599,32,JAWA BARAT,CIBINONG,ZINA,0.0,KASUS,2024
600,32,JAWA BARAT,CIBINONG,MABUK,3.0,KASUS,2024
601,32,JAWA BARAT,CIBINONG,MADAT,1.0,KASUS,2024
602,32,JAWA BARAT,CIBINONG,JUDI,17.0,KASUS,2024
603,32,JAWA BARAT,CIBINONG,MENINGGALKAN SALAH SATU,24.0,KASUS,2024
604,32,JAWA BARAT,CIBINONG,DIHUKUM PENJARA,0.0,KASUS,2024
605,32,JAWA BARAT,CIBINONG,POLIGAMI,3.0,KASUS,2024
606,32,JAWA BARAT,CIBINONG,KEKERASAN DALAM RUMAH TANGGA,7.0,KASUS,2024
607,32,JAWA BARAT,CIBINONG,CACAT BADAN,0.0,KASUS,2024
608,32,JAWA BARAT,CIBINONG,PERSELISIHAN & PERTENGKARAN TERUS MENERUS,154.0,KASUS,2024
609,32,JAWA BARAT,CIBINONG,KAWIN PAKSA,0.0,KASUS,2024
610,32,JAWA BARAT,CIBINONG,MURTAD,0.0,KASUS,2024
611,32,JAWA BARAT,CIBINONG,EKONOMI,91.0,KASUS,2024
612,32,JAWA BARAT,CIKARANG,ZINA,0.0,KASUS,2024
613,32,JAWA BARAT,CIKARANG,MABUK,0.0,KASUS,2024
614,32,JAWA BARAT,CIKARANG,MADAT,0.0,KASUS,2024
615,32,JAWA BARAT,CIKARANG,JUDI,0.0,KASUS,2024
616,32,JAWA BARAT,CIKARANG,MENINGGALKAN SALAH SATU,0.0,KASUS,2024
617,32,JAWA BARAT,CIKARANG,DIHUKUM PENJARA,0.0,KASUS,2024
618,32,JAWA BARAT,CIKARANG,POLIGAMI,0.0,KASUS,2024
619,32,JAWA BARAT,CIKARANG,KEKERASAN DALAM RUMAH TANGGA,0.0,KASUS,2024
620,32,JAWA BARAT,CIKARANG,CACAT BADAN,0.0,KASUS,2024
621,32,JAWA BARAT,CIKARANG,PERSELISIHAN & PERTENGKARAN TERUS MENERUS,147.0,KASUS,2024
622,32,JAWA BARAT,CIKARANG,KAWIN PAKSA,0.0,KASUS,2024
623,32,JAWA BARAT,CIKARANG,MURTAD,0.0,KASUS,2024
624,32,JAWA BARAT,CIKARANG,EKONOMI,0.0,KASUS,2024
625,32,JAWA BARAT,CIMAHI,ZINA,0.0,KASUS,2024
626,32,JAWA BARAT,CIMAHI,MABUK,0.0,KASUS,2024
627,32,JAWA BARAT,CIMAHI,MADAT,0.0,KASUS,2024
628,32,JAWA BARAT,CIMAHI,JUDI,0.0,KASUS,2024
629,32,JAWA BARAT,CIMAHI,MENINGGALKAN SALAH SATU,2.0,KASUS,2024
630,32,JAWA BARAT,CIMAHI,DIHUKUM PENJARA,0.0,KASUS,2024
631,32,JAWA BARAT,CIMAHI,POLIGAMI,0.0,KASUS,2024
632,32,JAWA BARAT,CIMAHI,KEKERASAN DALAM RUMAH TANGGA,1.0,KASUS,2024
633,32,JAWA BARAT,CIMAHI,CACAT BADAN,0.0,KASUS,2024
634,32,JAWA BARAT,CIMAHI,PERSELISIHAN & PERTENGKARAN TERUS MENERUS,29.0,KASUS,2024
635,32,JAWA BARAT,CIMAHI,KAWIN PAKSA,0.0,KASUS,2024
636,32,JAWA BARAT,CIMAHI,MURTAD,0.0,KASUS,2024
637,32,JAWA BARAT,CIMAHI,EKONOMI,3.0,KASUS,2024
638,32,JAWA BARAT,CIREBON,ZINA,0.0,KASUS,2024
639,32,JAWA BARAT,CIREBON,MABUK,0.0,KASUS,2024
640,32,JAWA BARAT,CIREBON,MADAT,0.0,KASUS,2024
641,32,JAWA BARAT,CIREBON,JUDI,0.0,KASUS,2024
642,32,JAWA BARAT,CIREBON,MENINGGALKAN SALAH SATU,3.0,KASUS,2024
643,32,JAWA BARAT,CIREBON,DIHUKUM PENJARA,0.0,KASUS,2024
644,32,JAWA BARAT,CIREBON,POLIGAMI,0.0,KASUS,2024
645,32,JAWA BARAT,CIREBON,KEKERASAN DALAM RUMAH TANGGA,0.0,KASUS,2024
646,32,JAWA BARAT,CIREBON,CACAT BADAN,0.0,KASUS,2024
647,32,JAWA BARAT,CIREBON,PERSELISIHAN & PERTENGKARAN TERUS MENERUS,37.0,KASUS,2024
648,32,JAWA BARAT,CIREBON,KAWIN PAKSA,0.0,KASUS,2024
649,32,JAWA BARAT,CIREBON,MURTAD,0.0,KASUS,2024
650,32,JAWA BARAT,CIREBON,EKONOMI,0.0,KASUS,2024
651,32,JAWA BARAT,DEPOK,ZINA,0.0,KASUS,2024
652,32,JAWA BARAT,DEPOK,MABUK,0.0,KASUS,2024
653,32,JAWA BARAT,DEPOK,MADAT,0.0,KASUS,2024
654,32,JAWA BARAT,DEPOK,JUDI,0.0,KASUS,2024
655,32,JAWA BARAT,DEPOK,MENINGGALKAN SALAH SATU,0.0,KASUS,2024
656,32,JAWA BARAT,DEPOK,DIHUKUM PENJARA,0.0,KASUS,2024
657,32,JAWA BARAT,DEPOK,POLIGAMI,0.0,KASUS,2024
658,32,JAWA BARAT,DEPOK,KEKERASAN DALAM RUMAH TANGGA,0.0,KASUS,2024
659,32,JAWA BARAT,DEPOK,CACAT BADAN,0.0,KASUS,2024
660,32,JAWA BARAT,DEPOK,PERSELISIHAN & PERTENGKARAN TERUS MENERUS,94.0,KASUS,2024
661,32,JAWA BARAT,DEPOK,KAWIN PAKSA,0.0,KASUS,2024
662,32,JAWA BARAT,DEPOK,MURTAD,1.0,KASUS,2024
663,32,JAWA BARAT,DEPOK,EKONOMI,5.0,KASUS,2024
664,32,JAWA BARAT,GARUT,ZINA,0.0,KASUS,2024
665,32,JAWA BARAT,GARUT,MABUK,1.0,KASUS,2024
666,32,JAWA BARAT,GARUT,MADAT,0.0,KASUS,2024
667,32,JAWA BARAT,GARUT,JUDI,0.0,KASUS,2024
668,32,JAWA BARAT,GARUT,MENINGGALKAN SALAH SATU,5.0,KASUS,2024
669,32,JAWA BARAT,GARUT,DIHUKUM PENJARA,0.0,KASUS,2024
670,32,JAWA BARAT,GARUT,POLIGAMI,0.0,KASUS,2024
671,32,JAWA BARAT,GARUT,KEKERASAN DALAM RUMAH TANGGA,1.0,KASUS,2024
672,32,JAWA BARAT,GARUT,CACAT BADAN,0.0,KASUS,2024
673,32,JAWA BARAT,GARUT,PERSELISIHAN & PERTENGKARAN TERUS MENERUS,71.0,KASUS,2024
674,32,JAWA BARAT,GARUT,KAWIN PAKSA,0.0,KASUS,2024
675,32,JAWA BARAT,GARUT,MURTAD,1.0,KASUS,2024
676,32,JAWA BARAT,GARUT,EKONOMI,201.0,KASUS,2024
677,32,JAWA BARAT,INDRAMAYU,ZINA,0.0,KASUS,2024
678,32,JAWA BARAT,INDRAMAYU,MABUK,0.0,KASUS,2024
679,32,JAWA BARAT,INDRAMAYU,MADAT,2.0,KASUS,2024
680,32,JAWA BARAT,INDRAMAYU,JUDI,1.0,KASUS,2024
681,32,JAWA BARAT,INDRAMAYU,MENINGGALKAN SALAH SATU,6.0,KASUS,2024
682,32,JAWA BARAT,INDRAMAYU,DIHUKUM PENJARA,8.0,KASUS,2024
683,32,JAWA BARAT,INDRAMAYU,POLIGAMI,0.0,KASUS,2024
684,32,JAWA BARAT,INDRAMAYU,KEKERASAN DALAM RUMAH TANGGA,0.0,KASUS,2024
685,32,JAWA BARAT,INDRAMAYU,CACAT BADAN,0.0,KASUS,2024
686,32,JAWA BARAT,INDRAMAYU,PERSELISIHAN & PERTENGKARAN TERUS MENERUS,84.0,KASUS,2024
687,32,JAWA BARAT,INDRAMAYU,KAWIN PAKSA,0.0,KASUS,2024
688,32,JAWA BARAT,INDRAMAYU,MURTAD,2.0,KASUS,2024
689,32,JAWA BARAT,INDRAMAYU,EKONOMI,296.0,KASUS,2024
690,32,JAWA BARAT,KARAWANG,ZINA,0.0,KASUS,2024
691,32,JAWA BARAT,KARAWANG,MABUK,0.0,KASUS,2024
692,32,JAWA BARAT,KARAWANG,MADAT,0.0,KASUS,2024
693,32,JAWA BARAT,KARAWANG,JUDI,1.0,KASUS,2024
694,32,JAWA BARAT,KARAWANG,MENINGGALKAN SALAH SATU,4.0,KASUS,2024
695,32,JAWA BARAT,KARAWANG,DIHUKUM PENJARA,0.0,KASUS,2024
696,32,JAWA BARAT,KARAWANG,POLIGAMI,,KASUS,2024
697,32,JAWA BARAT,KARAWANG,KEKERASAN DALAM RUMAH TANGGA,0.0,KASUS,2024
698,32,JAWA BARAT,KARAWANG,CACAT BADAN,0.0,KASUS,2024
699,32,JAWA BARAT,KARAWANG,PERSELISIHAN & PERTENGKARAN TERUS MENERUS,75.0,KASUS,2024
700,32,JAWA BARAT,KARAWANG,KAWIN PAKSA,0.0,KASUS,2024
701,32,JAWA BARAT,KARAWANG,MURTAD,0.0,KASUS,2024
702,32,JAWA BARAT,KARAWANG,EKONOMI,80.0,KASUS,2024
703,32,JAWA BARAT,KOTA BANJAR,ZINA,0.0,KASUS,2024
704,32,JAWA BARAT,KOTA BANJAR,MABUK,0.0,KASUS,2024
705,32,JAWA BARAT,KOTA BANJAR,MADAT,0.0,KASUS,2024
706,32,JAWA BARAT,KOTA BANJAR,JUDI,0.0,KASUS,2024
707,32,JAWA BARAT,KOTA BANJAR,MENINGGALKAN SALAH SATU,2.0,KASUS,2024
708,32,JAWA BARAT,KOTA BANJAR,DIHUKUM PENJARA,1.0,KASUS,2024
709,32,JAWA BARAT,KOTA BANJAR,POLIGAMI,0.0,KASUS,2024
710,32,JAWA BARAT,KOTA BANJAR,KEKERASAN DALAM RUMAH TANGGA,1.0,KASUS,2024
711,32,JAWA BARAT,KOTA BANJAR,CACAT BADAN,0.0,KASUS,2024
712,32,JAWA BARAT,KOTA BANJAR,PERSELISIHAN & PERTENGKARAN TERUS MENERUS,31.0,KASUS,2024
713,32,JAWA BARAT,KOTA BANJAR,KAWIN PAKSA,0.0,KASUS,2024
714,32,JAWA BARAT,KOTA BANJAR,MURTAD,0.0,KASUS,2024
715,32,JAWA BARAT,KOTA BANJAR,EKONOMI,5.0,KASUS,2024
716,32,JAWA BARAT,KOTA TASIKMALAYA,ZINA,0.0,KASUS,2024
717,32,JAWA BARAT,KOTA TASIKMALAYA,MABUK,1.0,KASUS,2024
718,32,JAWA BARAT,KOTA TASIKMALAYA,MADAT,0.0,KASUS,2024
719,32,JAWA BARAT,KOTA TASIKMALAYA,JUDI,1.0,KASUS,2024
720,32,JAWA BARAT,KOTA TASIKMALAYA,MENINGGALKAN SALAH SATU,1.0,KASUS,2024
721,32,JAWA BARAT,KOTA TASIKMALAYA,DIHUKUM PENJARA,0.0,KASUS,2024
722,32,JAWA BARAT,KOTA TASIKMALAYA,POLIGAMI,0.0,KASUS,2024
723,32,JAWA BARAT,KOTA TASIKMALAYA,KEKERASAN DALAM RUMAH TANGGA,0.0,KASUS,2024
724,32,JAWA BARAT,KOTA TASIKMALAYA,CACAT BADAN,0.0,KASUS,2024
725,32,JAWA BARAT,KOTA TASIKMALAYA,PERSELISIHAN & PERTENGKARAN TERUS MENERUS,49.0,KASUS,2024
726,32,JAWA BARAT,KOTA TASIKMALAYA,KAWIN PAKSA,0.0,KASUS,2024
727,32,JAWA BARAT,KOTA TASIKMALAYA,MURTAD,0.0,KASUS,2024
728,32,JAWA BARAT,KOTA TASIKMALAYA,EKONOMI,3.0,KASUS,2024
729,32,JAWA BARAT,KUNINGAN,ZINA,0.0,KASUS,2024
730,32,JAWA BARAT,KUNINGAN,MABUK,0.0,KASUS,2024
731,32,JAWA BARAT,KUNINGAN,MADAT,0.0,KASUS,2024
732,32,JAWA BARAT,KUNINGAN,JUDI,0.0,KASUS,2024
733,32,JAWA BARAT,KUNINGAN,MENINGGALKAN SALAH SATU,11.0,KASUS,2024
734,32,JAWA BARAT,KUNINGAN,DIHUKUM PENJARA,0.0,KASUS,2024
735,32,JAWA BARAT,KUNINGAN,POLIGAMI,0.0,KASUS,2024
736,32,JAWA BARAT,KUNINGAN,KEKERASAN DALAM RUMAH TANGGA,0.0,KASUS,2024
737,32,JAWA BARAT,KUNINGAN,CACAT BADAN,0.0,KASUS,2024
738,32,JAWA BARAT,KUNINGAN,PERSELISIHAN & PERTENGKARAN TERUS MENERUS,43.0,KASUS,2024
739,32,JAWA BARAT,KUNINGAN,KAWIN PAKSA,0.0,KASUS,2024
740,32,JAWA BARAT,KUNINGAN,MURTAD,0.0,KASUS,2024
741,32,JAWA BARAT,KUNINGAN,EKONOMI,59.0,KASUS,2024
742,32,JAWA BARAT,MAJALENGKA,ZINA,0.0,KASUS,2024
743,32,JAWA BARAT,MAJALENGKA,MABUK,0.0,KASUS,2024
744,32,JAWA BARAT,MAJALENGKA,MADAT,0.0,KASUS,2024
745,32,JAWA BARAT,MAJALENGKA,JUDI,1.0,KASUS,2024
746,32,JAWA BARAT,MAJALENGKA,MENINGGALKAN SALAH SATU,1.0,KASUS,2024
747,32,JAWA BARAT,MAJALENGKA,DIHUKUM PENJARA,0.0,KASUS,2024
748,32,JAWA BARAT,MAJALENGKA,POLIGAMI,0.0,KASUS,2024
749,32,JAWA BARAT,MAJALENGKA,KEKERASAN DALAM RUMAH TANGGA,3.0,KASUS,2024
750,32,JAWA BARAT,MAJALENGKA,CACAT BADAN,0.0,KASUS,2024
751,32,JAWA BARAT,MAJALENGKA,PERSELISIHAN & PERTENGKARAN TERUS MENERUS,67.0,KASUS,2024
752,32,JAWA BARAT,MAJALENGKA,KAWIN PAKSA,0.0,KASUS,2024
753,32,JAWA BARAT,MAJALENGKA,MURTAD,1.0,KASUS,2024
754,32,JAWA BARAT,MAJALENGKA,EKONOMI,138.0,KASUS,2024
755,32,JAWA BARAT,NGAMPRAH,ZINA,0.0,KASUS,2024
756,32,JAWA BARAT,NGAMPRAH,MABUK,0.0,KASUS,2024
757,32,JAWA BARAT,NGAMPRAH,MADAT,0.0,KASUS,2024
758,32,JAWA BARAT,NGAMPRAH,JUDI,0.0,KASUS,2024
759,32,JAWA BARAT,NGAMPRAH,MENINGGALKAN SALAH SATU,2.0,KASUS,2024
760,32,JAWA BARAT,NGAMPRAH,DIHUKUM PENJARA,1.0,KASUS,2024
761,32,JAWA BARAT,NGAMPRAH,POLIGAMI,0.0,KASUS,2024
762,32,JAWA BARAT,NGAMPRAH,KEKERASAN DALAM RUMAH TANGGA,5.0,KASUS,2024
763,32,JAWA BARAT,NGAMPRAH,CACAT BADAN,0.0,KASUS,2024
764,32,JAWA BARAT,NGAMPRAH,PERSELISIHAN & PERTENGKARAN TERUS MENERUS,93.0,KASUS,2024
765,32,JAWA BARAT,NGAMPRAH,KAWIN PAKSA,0.0,KASUS,2024
766,32,JAWA BARAT,NGAMPRAH,MURTAD,0.0,KASUS,2024
767,32,JAWA BARAT,NGAMPRAH,EKONOMI,19.0,KASUS,2024
768,32,JAWA BARAT,PURWAKARTA,ZINA,0.0,KASUS,2024
769,32,JAWA BARAT,PURWAKARTA,MABUK,0.0,KASUS,2024
770,32,JAWA BARAT,PURWAKARTA,MADAT,0.0,KASUS,2024
771,32,JAWA BARAT,PURWAKARTA,JUDI,0.0,KASUS,2024
772,32,JAWA BARAT,PURWAKARTA,MENINGGALKAN SALAH SATU,2.0,KASUS,2024
773,32,JAWA BARAT,PURWAKARTA,DIHUKUM PENJARA,0.0,KASUS,2024
774,32,JAWA BARAT,PURWAKARTA,POLIGAMI,0.0,KASUS,2024
775,32,JAWA BARAT,PURWAKARTA,KEKERASAN DALAM RUMAH TANGGA,0.0,KASUS,2024
776,32,JAWA BARAT,PURWAKARTA,CACAT BADAN,0.0,KASUS,2024
777,32,JAWA BARAT,PURWAKARTA,PERSELISIHAN & PERTENGKARAN TERUS MENERUS,59.0,KASUS,2024
778,32,JAWA BARAT,PURWAKARTA,KAWIN PAKSA,0.0,KASUS,2024
779,32,JAWA BARAT,PURWAKARTA,MURTAD,0.0,KASUS,2024
780,32,JAWA BARAT,PURWAKARTA,EKONOMI,16.0,KASUS,2024
781,32,JAWA BARAT,SOREANG,ZINA,0.0,KASUS,2024
782,32,JAWA BARAT,SOREANG,MABUK,0.0,KASUS,2024
783,32,JAWA BARAT,SOREANG,MADAT,0.0,KASUS,2024
784,32,JAWA BARAT,SOREANG,JUDI,0.0,KASUS,2024
785,32,JAWA BARAT,SOREANG,MENINGGALKAN SALAH SATU,2.0,KASUS,2024
786,32,JAWA BARAT,SOREANG,DIHUKUM PENJARA,0.0,KASUS,2024
787,32,JAWA BARAT,SOREANG,POLIGAMI,0.0,KASUS,2024
788,32,JAWA BARAT,SOREANG,KEKERASAN DALAM RUMAH TANGGA,0.0,KASUS,2024
789,32,JAWA BARAT,SOREANG,CACAT BADAN,0.0,KASUS,2024
790,32,JAWA BARAT,SOREANG,PERSELISIHAN & PERTENGKARAN TERUS MENERUS,75.0,KASUS,2024
791,32,JAWA BARAT,SOREANG,KAWIN PAKSA,0.0,KASUS,2024
792,32,JAWA BARAT,SOREANG,MURTAD,0.0,KASUS,2024
793,32,JAWA BARAT,SOREANG,EKONOMI,5.0,KASUS,2024
794,32,JAWA BARAT,SUBANG,ZINA,0.0,KASUS,2024
795,32,JAWA BARAT,SUBANG,MABUK,0.0,KASUS,2024
796,32,JAWA BARAT,SUBANG,MADAT,0.0,KASUS,2024
797,32,JAWA BARAT,SUBANG,JUDI,2.0,KASUS,2024
798,32,JAWA BARAT,SUBANG,MENINGGALKAN SALAH SATU,3.0,KASUS,2024
799,32,JAWA BARAT,SUBANG,DIHUKUM PENJARA,0.0,KASUS,2024
800,32,JAWA BARAT,SUBANG,POLIGAMI,2.0,KASUS,2024
801,32,JAWA BARAT,SUBANG,KEKERASAN DALAM RUMAH TANGGA,3.0,KASUS,2024
802,32,JAWA BARAT,SUBANG,CACAT BADAN,0.0,KASUS,2024
803,32,JAWA BARAT,SUBANG,PERSELISIHAN & PERTENGKARAN TERUS MENERUS,118.0,KASUS,2024
804,32,JAWA BARAT,SUBANG,KAWIN PAKSA,0.0,KASUS,2024
805,32,JAWA BARAT,SUBANG,MURTAD,0.0,KASUS,2024
806,32,JAWA BARAT,SUBANG,EKONOMI,29.0,KASUS,2024
807,32,JAWA BARAT,SUKABUMI,ZINA,0.0,KASUS,2024
808,32,JAWA BARAT,SUKABUMI,MABUK,0.0,KASUS,2024
809,32,JAWA BARAT,SUKABUMI,MADAT,0.0,KASUS,2024
810,32,JAWA BARAT,SUKABUMI,JUDI,3.0,KASUS,2024
811,32,JAWA BARAT,SUKABUMI,MENINGGALKAN SALAH SATU,0.0,KASUS,2024
812,32,JAWA BARAT,SUKABUMI,DIHUKUM PENJARA,0.0,KASUS,2024
813,32,JAWA BARAT,SUKABUMI,POLIGAMI,1.0,KASUS,2024
814,32,JAWA BARAT,SUKABUMI,KEKERASAN DALAM RUMAH TANGGA,0.0,KASUS,2024
815,32,JAWA BARAT,SUKABUMI,CACAT BADAN,0.0,KASUS,2024
816,32,JAWA BARAT,SUKABUMI,PERSELISIHAN & PERTENGKARAN TERUS MENERUS,39.0,KASUS,2024
817,32,JAWA BARAT,SUKABUMI,KAWIN PAKSA,0.0,KASUS,2024
818,32,JAWA BARAT,SUKABUMI,MURTAD,0.0,KASUS,2024
819,32,JAWA BARAT,SUKABUMI,EKONOMI,1.0,KASUS,2024
820,32,JAWA BARAT,SUMBER,ZINA,0.0,KASUS,2024
821,32,JAWA BARAT,SUMBER,MABUK,0.0,KASUS,2024
822,32,JAWA BARAT,SUMBER,MADAT,0.0,KASUS,2024
823,32,JAWA BARAT,SUMBER,JUDI,0.0,KASUS,2024
824,32,JAWA BARAT,SUMBER,MENINGGALKAN SALAH SATU,5.0,KASUS,2024
825,32,JAWA BARAT,SUMBER,DIHUKUM PENJARA,1.0,KASUS,2024
826,32,JAWA BARAT,SUMBER,POLIGAMI,0.0,KASUS,2024
827,32,JAWA BARAT,SUMBER,KEKERASAN DALAM RUMAH TANGGA,0.0,KASUS,2024
828,32,JAWA BARAT,SUMBER,CACAT BADAN,0.0,KASUS,2024
829,32,JAWA BARAT,SUMBER,PERSELISIHAN & PERTENGKARAN TERUS MENERUS,88.0,KASUS,2024
830,32,JAWA BARAT,SUMBER,KAWIN PAKSA,0.0,KASUS,2024
831,32,JAWA BARAT,SUMBER,MURTAD,0.0,KASUS,2024
832,32,JAWA BARAT,SUMBER,EKONOMI,156.0,KASUS,2024
833,32,JAWA BARAT,SUMEDANG,ZINA,0.0,KASUS,2024
834,32,JAWA BARAT,SUMEDANG,MABUK,0.0,KASUS,2024
835,32,JAWA BARAT,SUMEDANG,MADAT,0.0,KASUS,2024
836,32,JAWA BARAT,SUMEDANG,JUDI,1.0,KASUS,2024
837,32,JAWA BARAT,SUMEDANG,MENINGGALKAN SALAH SATU,6.0,KASUS,2024
838,32,JAWA BARAT,SUMEDANG,DIHUKUM PENJARA,0.0,KASUS,2024
839,32,JAWA BARAT,SUMEDANG,POLIGAMI,0.0,KASUS,2024
840,32,JAWA BARAT,SUMEDANG,KEKERASAN DALAM RUMAH TANGGA,0.0,KASUS,2024
841,32,JAWA BARAT,SUMEDANG,CACAT BADAN,0.0,KASUS,2024
842,32,JAWA BARAT,SUMEDANG,PERSELISIHAN & PERTENGKARAN TERUS MENERUS,70.0,KASUS,2024
843,32,JAWA BARAT,SUMEDANG,KAWIN PAKSA,0.0,KASUS,2024
844,32,JAWA BARAT,SUMEDANG,MURTAD,0.0,KASUS,2024
845,32,JAWA BARAT,SUMEDANG,EKONOMI,82.0,KASUS,2024
846,32,JAWA BARAT,TASIKMALAYA,ZINA,0.0,KASUS,2024
847,32,JAWA BARAT,TASIKMALAYA,MABUK,0.0,KASUS,2024
848,32,JAWA BARAT,TASIKMALAYA,MADAT,0.0,KASUS,2024
849,32,JAWA BARAT,TASIKMALAYA,JUDI,2.0,KASUS,2024
850,32,JAWA BARAT,TASIKMALAYA,MENINGGALKAN SALAH SATU,2.0,KASUS,2024
851,32,JAWA BARAT,TASIKMALAYA,DIHUKUM PENJARA,0.0,KASUS,2024
852,32,JAWA BARAT,TASIKMALAYA,POLIGAMI,0.0,KASUS,2024
853,32,JAWA BARAT,TASIKMALAYA,KEKERASAN DALAM RUMAH TANGGA,0.0,KASUS,2024
854,32,JAWA BARAT,TASIKMALAYA,CACAT BADAN,0.0,KASUS,2024
855,32,JAWA BARAT,TASIKMALAYA,PERSELISIHAN & PERTENGKARAN TERUS MENERUS,86.0,KASUS,2024
856,32,JAWA BARAT,TASIKMALAYA,KAWIN PAKSA,0.0,KASUS,2024
857,32,JAWA BARAT,TASIKMALAYA,MURTAD,0.0,KASUS,2024
858,32,JAWA BARAT,TASIKMALAYA,EKONOMI,78.0,KASUS,2024
